Gene stable ID	Transcript stable ID	Protein stable ID	Gene description	Gene name	NCBI gene (formerly Entrezgene) ID	Gene type
FBgn0266048	FBtr0343315	-	-	lncRNA:CR44813	-	ncRNA
FBgn0011703	FBtr0080059	FBpp0079648	-	RnrL	34392	protein_coding
FBgn0266670	FBtr0077519	FBpp0077208	-	Sec5	33563	protein_coding
FBgn0262533	FBtr0304979	-	-	CR43087	-	pseudogene
FBgn0262533	FBtr0345859	-	-	CR43087	-	pseudogene
FBgn0031240	FBtr0078127	FBpp0077786	-	CG3345	33192	protein_coding
FBgn0263032	FBtr0306912	FBpp0297766	-	CG43327	12798323	protein_coding
FBgn0036836	FBtr0075046	FBpp0074813	-	CG11619	40072	protein_coding
FBgn0035529	FBtr0300775	FBpp0289999	-	Fdx2	38530	protein_coding
FBgn0034601	FBtr0071627	FBpp0071552	-	CG4286	37416	protein_coding
FBgn0267780	FBtr0347345	-	-	lncRNA:CR46111	-	ncRNA
FBgn0034427	FBtr0086561	FBpp0085745	-	CG10474	37211	protein_coding
FBgn0053093	FBtr0084287	FBpp0083680	-	CG33093	42654	protein_coding
FBgn0032602	FBtr0343769	FBpp0310327	-	ppk17	35006	protein_coding
FBgn0032602	FBtr0080933	FBpp0080487	-	ppk17	35006	protein_coding
FBgn0029824	FBtr0343051	FBpp0309797	-	CG3726	31525	protein_coding
FBgn0029824	FBtr0070858	FBpp0070823	-	CG3726	31525	protein_coding
FBgn0265269	FBtr0077471	FBpp0077160	-	CG15425	33630	protein_coding
FBgn0015300	FBtr0072351	FBpp0072258	-	Ssl	37909	protein_coding
FBgn0037583	FBtr0081853	FBpp0081342	-	CG9684	41000	protein_coding
FBgn0031365	FBtr0077901	FBpp0077567	-	CG17650	33358	protein_coding
FBgn0039887	FBtr0344005	FBpp0310457	-	CG2053	43762	protein_coding
FBgn0039887	FBtr0085873	FBpp0085232	-	CG2053	43762	protein_coding
FBgn0020497	FBtr0346708	FBpp0312321	-	emb	34167	protein_coding
FBgn0020497	FBtr0079663	FBpp0079278	-	emb	34167	protein_coding
FBgn0261954	FBtr0343522	FBpp0310126	-	east	46006	protein_coding
FBgn0261954	FBtr0303047	FBpp0292166	-	east	46006	protein_coding
FBgn0261954	FBtr0070326	FBpp0070312	-	east	46006	protein_coding
FBgn0261954	FBtr0307290	FBpp0298291	-	east	46006	protein_coding
FBgn0261954	FBtr0303046	FBpp0292165	-	east	46006	protein_coding
FBgn0261954	FBtr0307289	FBpp0298290	-	east	46006	protein_coding
FBgn0039026	FBtr0084312	FBpp0083705	-	CG7029	42703	protein_coding
FBgn0039026	FBtr0113271	FBpp0112183	-	CG7029	42703	protein_coding
FBgn0039026	FBtr0310038	FBpp0301741	-	CG7029	42703	protein_coding
FBgn0039026	FBtr0310037	FBpp0301740	-	CG7029	42703	protein_coding
FBgn0039026	FBtr0344297	FBpp0310701	-	CG7029	42703	protein_coding
FBgn0039026	FBtr0113270	FBpp0112182	-	CG7029	42703	protein_coding
FBgn0039089	FBtr0084433	FBpp0083825	-	beat-IV	42778	protein_coding
FBgn0039089	FBtr0332427	FBpp0304700	-	beat-IV	42778	protein_coding
FBgn0259789	FBtr0074807	FBpp0074576	-	zld	32994	protein_coding
FBgn0259789	FBtr0307537	FBpp0300192	-	zld	32994	protein_coding
FBgn0259789	FBtr0074808	FBpp0074577	-	zld	32994	protein_coding
FBgn0259789	FBtr0345014	FBpp0311265	-	zld	32994	protein_coding
FBgn0259789	FBtr0344733	FBpp0311065	-	zld	32994	protein_coding
FBgn0030289	FBtr0290227	FBpp0288666	-	GCS1	32073	protein_coding
FBgn0030289	FBtr0307491	FBpp0298826	-	GCS1	32073	protein_coding
FBgn0039698	FBtr0085483	FBpp0084849	-	CG7789	43516	protein_coding
FBgn0020385	FBtr0082266	FBpp0081743	-	pug	41279	protein_coding
FBgn0020385	FBtr0305662	FBpp0296942	-	pug	41279	protein_coding
FBgn0020385	FBtr0082265	FBpp0081742	-	pug	41279	protein_coding
FBgn0020385	FBtr0082264	FBpp0081741	-	pug	41279	protein_coding
FBgn0020385	FBtr0100144	FBpp0099494	-	pug	41279	protein_coding
FBgn0053012	FBtr0332249	FBpp0304543	-	CG33012	36342	protein_coding
FBgn0035976	FBtr0346814	FBpp0312389	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0089490	FBpp0088491	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0300291	FBpp0289519	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0472540	FBpp0422538	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0308349	FBpp0300668	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0089492	FBpp0088998	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0472541	FBpp0422539	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0089491	FBpp0088492	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0300290	FBpp0289518	-	PGRP-LC	39063	protein_coding
FBgn0035976	FBtr0301773	FBpp0290987	-	PGRP-LC	39063	protein_coding
FBgn0051017	FBtr0085667	FBpp0085029	-	PH4alphaNE3	326114	protein_coding
FBgn0041241	FBtr0088127	FBpp0087228	-	Gr47b	117345	protein_coding
FBgn0031713	FBtr0079128	FBpp0078759	-	Coq6	33777	protein_coding
FBgn0038487	FBtr0083415	FBpp0082856	-	TwdlW	42075	protein_coding
FBgn0034554	FBtr0335284	FBpp0307272	-	CAH14	37359	protein_coding
FBgn0020653	FBtr0071168	FBpp0071116	-	Trxr-1	31760	protein_coding
FBgn0020653	FBtr0071167	FBpp0071115	-	Trxr-1	31760	protein_coding
FBgn0020653	FBtr0071169	FBpp0071117	-	Trxr-1	31760	protein_coding
FBgn0015351	FBtr0336486	FBpp0307589	-	CG14906	42030	protein_coding
FBgn0037700	FBtr0082061	FBpp0081539	-	CG8149	41137	protein_coding
FBgn0052062	FBtr0113418	FBpp0112330	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0305094	FBpp0293631	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0305095	FBpp0293632	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0305097	FBpp0293634	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0305096	FBpp0293633	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0332985	FBpp0305201	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0473371	FBpp0422975	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0113419	FBpp0112331	-	Rbfox1	39198	protein_coding
FBgn0052062	FBtr0305093	FBpp0293630	-	Rbfox1	39198	protein_coding
FBgn0011868	FBtr0086659	-	-	tRNA:Gly-GCC-1-9	-	tRNA
FBgn0265077	FBtr0336827	-	-	lncRNA:CR44188	-	ncRNA
FBgn0264366	FBtr0332211	-	-	lncRNA:CR43818	-	ncRNA
FBgn0053384	FBtr0086376	-	-	5SrRNA:CR33384	-	rRNA
FBgn0266931	FBtr0345824	-	-	lncRNA:CR45382	-	ncRNA
FBgn0023416	FBtr0085897	FBpp0085252	-	Ac3	35419	protein_coding
FBgn0023416	FBtr0100324	FBpp0099729	-	Ac3	35419	protein_coding
FBgn0038916	FBtr0084151	FBpp0083549	-	dnd	42580	protein_coding
FBgn0086378	FBtr0301810	FBpp0291024	-	Alg-2	3355106	protein_coding
FBgn0051619	FBtr0110959	FBpp0110259	-	nolo	35424	protein_coding
FBgn0051619	FBtr0085902	FBpp0085257	-	nolo	35424	protein_coding
FBgn0051619	FBtr0085901	FBpp0085256	-	nolo	35424	protein_coding
FBgn0051619	FBtr0339132	FBpp0308277	-	nolo	35424	protein_coding
FBgn0051619	FBtr0339131	FBpp0308276	-	nolo	35424	protein_coding
FBgn0051619	FBtr0307497	FBpp0298832	-	nolo	35424	protein_coding
FBgn0051619	FBtr0301000	FBpp0290222	-	nolo	35424	protein_coding
FBgn0266942	FBtr0345835	-	-	lncRNA:CR45393	-	ncRNA
FBgn0015773	FBtr0346088	FBpp0311922	-	NetA	32398	protein_coding
FBgn0015773	FBtr0073942	FBpp0073759	-	NetA	32398	protein_coding
FBgn0015773	FBtr0308337	FBpp0300656	-	NetA	32398	protein_coding
FBgn0039810	FBtr0085752	FBpp0085114	-	CG15549	43665	protein_coding
FBgn0083124	FBtr0300230	-	-	Uhg4	-	ncRNA
FBgn0040905	FBtr0070659	FBpp0070627	-	CG15578	50379	protein_coding
FBgn0051869	FBtr0290245	FBpp0288684	-	CG31869	34490	protein_coding
FBgn0051869	FBtr0080189	FBpp0079778	-	CG31869	34490	protein_coding
FBgn0051869	FBtr0290246	FBpp0288685	-	CG31869	34490	protein_coding
FBgn0262369	FBtr0304178	-	-	mir-31b	-	pre_miRNA
FBgn0032126	FBtr0079832	FBpp0079430	-	CG13113	34271	protein_coding
FBgn0063380	FBtr0086853	-	-	snoRNA:U31:54Eb	-	snoRNA
FBgn0032805	FBtr0081276	FBpp0080814	-	CG10337	35247	protein_coding
FBgn0030077	FBtr0339679	FBpp0308736	-	CG15365	31829	protein_coding
FBgn0030077	FBtr0071357	FBpp0071292	-	CG15365	31829	protein_coding
FBgn0030077	FBtr0339680	FBpp0308737	-	CG15365	31829	protein_coding
FBgn0053419	FBtr0086411	-	-	5SrRNA:CR33419	-	rRNA
FBgn0266043	FBtr0343304	-	-	lncRNA:CR44808	-	ncRNA
FBgn0040089	FBtr0339436	FBpp0308523	-	meso18E	53448	protein_coding
FBgn0040089	FBtr0339435	FBpp0308522	-	meso18E	53448	protein_coding
FBgn0040089	FBtr0301703	FBpp0290917	-	meso18E	53448	protein_coding
FBgn0040089	FBtr0074812	FBpp0074581	-	meso18E	53448	protein_coding
FBgn0051253	FBtr0085263	FBpp0084632	-	CG31253	318646	protein_coding
FBgn0051253	FBtr0085263	FBpp0084632	-	CG31253	318603	protein_coding
FBgn0031849	FBtr0079315	FBpp0078944	-	CG11327	33940	protein_coding
FBgn0003942	FBtr0080016	FBpp0079606	-	RpS27A	34420	protein_coding
FBgn0011674	FBtr0071562	FBpp0071490	-	insc	37355	protein_coding
FBgn0267876	FBtr0347434	-	-	CR46164	-	pseudogene
FBgn0037773	FBtr0300257	FBpp0289485	-	CG5359	41222	protein_coding
FBgn0037773	FBtr0082215	FBpp0081693	-	CG5359	41222	protein_coding
FBgn0037773	FBtr0306611	FBpp0297566	-	CG5359	41222	protein_coding
FBgn0053792	FBtr0332251	FBpp0304545	-	CG33792	3772111	protein_coding
FBgn0031384	FBtr0330671	FBpp0303521	-	CG4238	33377	protein_coding
FBgn0031384	FBtr0301066	FBpp0290288	-	CG4238	33377	protein_coding
FBgn0031384	FBtr0334774	FBpp0306830	-	CG4238	33377	protein_coding
FBgn0031384	FBtr0334773	FBpp0306829	-	CG4238	33377	protein_coding
FBgn0031384	FBtr0301067	FBpp0290289	-	CG4238	33377	protein_coding
FBgn0031384	FBtr0330672	FBpp0303522	-	CG4238	33377	protein_coding
FBgn0031384	FBtr0301068	FBpp0290290	-	CG4238	33377	protein_coding
FBgn0031996	FBtr0079586	FBpp0079207	-	CG8460	34115	protein_coding
FBgn0039568	FBtr0085260	FBpp0084629	-	CG4815	43360	protein_coding
FBgn0263472	FBtr0309771	-	-	snoRNA:2R:9445205	-	snoRNA
FBgn0032693	FBtr0081077	FBpp0080627	-	Cyp310a1	35115	protein_coding
FBgn0284409	FBtr0452188	-	-	lncRNA:TS1	-	ncRNA
FBgn0020445	FBtr0089979	FBpp0088917	-	E23	43895	protein_coding
FBgn0020445	FBtr0339548	FBpp0308631	-	E23	43895	protein_coding
FBgn0020445	FBtr0339549	FBpp0308632	-	E23	43895	protein_coding
FBgn0267442	FBtr0346780	-	-	lncRNA:CR45792	-	ncRNA
FBgn0270924	FBtr0079865	FBpp0079461	-	zf30C	34292	protein_coding
FBgn0085425	FBtr0112644	FBpp0111556	-	CG34396	37398	protein_coding
FBgn0085425	FBtr0112645	FBpp0111557	-	CG34396	37398	protein_coding
FBgn0012003	FBtr0083799	-	-	tRNA:Val-CAC-2-5	-	tRNA
FBgn0266175	FBtr0433522	FBpp0390654	-	pre-mod(mdg4)-P	19835348	protein_coding
FBgn0266175	FBtr0343754	FBpp0310316	-	pre-mod(mdg4)-P	19835348	protein_coding
FBgn0263247	FBtr0308059	FBpp0300404	-	CG43390	12798201	protein_coding
FBgn0263247	FBtr0308059	FBpp0300404	-	CG43390	12798202	protein_coding
FBgn0085300	FBtr0112466	FBpp0111380	-	Cpr65Ay	5740348	protein_coding
FBgn0051161	FBtr0304668	FBpp0293210	-	CG31161	326123	protein_coding
FBgn0039371	FBtr0084919	FBpp0084293	-	CG4960	43115	protein_coding
FBgn0039371	FBtr0346108	FBpp0311937	-	CG4960	43115	protein_coding
FBgn0283724	FBtr0073035	FBpp0072899	-	Girdin	38385	protein_coding
FBgn0283724	FBtr0332099	FBpp0304409	-	Girdin	38385	protein_coding
FBgn0283724	FBtr0332097	FBpp0304407	-	Girdin	38385	protein_coding
FBgn0283724	FBtr0332098	FBpp0304408	-	Girdin	38385	protein_coding
FBgn0283724	FBtr0073036	FBpp0072900	-	Girdin	38385	protein_coding
FBgn0024227	FBtr0080180	FBpp0079769	-	aurB	34504	protein_coding
FBgn0030082	FBtr0301805	FBpp0291019	-	HP1b	31834	protein_coding
FBgn0030082	FBtr0309871	FBpp0301605	-	HP1b	31834	protein_coding
FBgn0030082	FBtr0071284	FBpp0071221	-	HP1b	31834	protein_coding
FBgn0032409	FBtr0080330	FBpp0079912	-	Ced-12	34633	protein_coding
FBgn0083984	FBtr0392905	FBpp0352247	-	CG34148	326250	protein_coding
FBgn0083984	FBtr0301007	FBpp0290229	-	CG34148	326250	protein_coding
FBgn0029831	FBtr0070866	FBpp0070831	-	CG5966	31532	protein_coding
FBgn0029831	FBtr0343294	FBpp0309959	-	CG5966	31532	protein_coding
FBgn0029945	FBtr0071051	FBpp0071010	-	CG18155	31668	protein_coding
FBgn0011672	FBtr0306350	FBpp0297443	-	Mvl	42490	protein_coding
FBgn0011672	FBtr0330046	FBpp0303079	-	Mvl	42490	protein_coding
FBgn0011672	FBtr0301478	FBpp0290693	-	Mvl	42490	protein_coding
FBgn0011672	FBtr0306351	FBpp0297444	-	Mvl	42490	protein_coding
FBgn0011672	FBtr0089521	FBpp0088507	-	Mvl	42490	protein_coding
FBgn0011672	FBtr0301477	FBpp0290692	-	Mvl	42490	protein_coding
FBgn0011244	FBtr0078000	FBpp0077665	-	Hsp60B	48572	protein_coding
FBgn0014343	FBtr0075912	FBpp0075644	-	mirr	39441	protein_coding
FBgn0014343	FBtr0075911	FBpp0075643	-	mirr	39441	protein_coding
FBgn0014343	FBtr0330077	FBpp0303110	-	mirr	39441	protein_coding
FBgn0038073	FBtr0310613	FBpp0302733	-	CG14395	41560	protein_coding
FBgn0038073	FBtr0335031	FBpp0307037	-	CG14395	41560	protein_coding
FBgn0038073	FBtr0335032	FBpp0307038	-	CG14395	41560	protein_coding
FBgn0038073	FBtr0335030	FBpp0307036	-	CG14395	41560	protein_coding
FBgn0038073	FBtr0335033	FBpp0307039	-	CG14395	41560	protein_coding
FBgn0038073	FBtr0335028	FBpp0307034	-	CG14395	41560	protein_coding
FBgn0038073	FBtr0335029	FBpp0307035	-	CG14395	41560	protein_coding
FBgn0038073	FBtr0300769	FBpp0289993	-	CG14395	41560	protein_coding
FBgn0051373	FBtr0082318	FBpp0081794	-	CG31373	318700	protein_coding
FBgn0028532	FBtr0080551	FBpp0080128	-	CG7968	34802	protein_coding
FBgn0260857	FBtr0074990	FBpp0074758	-	Bet1	40094	protein_coding
FBgn0260857	FBtr0074989	FBpp0074757	-	Bet1	40094	protein_coding
FBgn0035160	FBtr0072601	FBpp0072497	-	hng3	38090	protein_coding
FBgn0035160	FBtr0331769	FBpp0304156	-	hng3	38090	protein_coding
FBgn0264694	FBtr0082406	FBpp0081882	-	mgr	41365	protein_coding
FBgn0286730	FBtr0474085	-	-	snoRNA:Me28S-A2629	-	snoRNA
FBgn0264726	FBtr0334107	-	-	lncRNA:CR43994	-	ncRNA
FBgn0036433	FBtr0075678	FBpp0075430	-	CG9628	39593	protein_coding
FBgn0036433	FBtr0301239	FBpp0290457	-	CG9628	39593	protein_coding
FBgn0036433	FBtr0075677	FBpp0075429	-	CG9628	39593	protein_coding
FBgn0042180	FBtr0345664	FBpp0311719	-	CG18870	59218	protein_coding
FBgn0042180	FBtr0071688	FBpp0071605	-	CG18870	59218	protein_coding
FBgn0038257	FBtr0336877	FBpp0307825	-	smp-30	41786	protein_coding
FBgn0038257	FBtr0083016	FBpp0082475	-	smp-30	41786	protein_coding
FBgn0038257	FBtr0336878	FBpp0307826	-	smp-30	41786	protein_coding
FBgn0038257	FBtr0083017	FBpp0082476	-	smp-30	41786	protein_coding
FBgn0267471	FBtr0346842	-	-	lncRNA:CR45821	-	ncRNA
FBgn0035857	FBtr0076698	FBpp0076421	-	CG8006	38920	protein_coding
FBgn0033659	FBtr0347012	FBpp0312445	-	Damm	36266	protein_coding
FBgn0033659	FBtr0088061	FBpp0087167	-	Damm	36266	protein_coding
FBgn0050250	FBtr0087962	-	-	tRNA:His-GTG-1-2	-	tRNA
FBgn0266733	FBtr0345234	-	-	asRNA:CR45206	-	ncRNA
FBgn0265657	FBtr0340524	-	-	lncRNA:CR44464	-	ncRNA
FBgn0015399	FBtr0332210	FBpp0304518	-	kek1	34688	protein_coding
FBgn0015399	FBtr0346702	FBpp0312315	-	kek1	34688	protein_coding
FBgn0033348	FBtr0290033	FBpp0288472	-	Spt	35889	protein_coding
FBgn0010215	FBtr0070038	FBpp0070037	-	alpha-Cat	40517	protein_coding
FBgn0010215	FBtr0339894	FBpp0308926	-	alpha-Cat	40517	protein_coding
FBgn0266722	FBtr0083116	FBpp0082570	-	Trs33	41866	protein_coding
FBgn0031306	FBtr0077957	FBpp0077622	-	CG4577	33291	protein_coding
FBgn0031306	FBtr0332271	FBpp0304560	-	CG4577	33291	protein_coding
FBgn0052023	FBtr0076588	FBpp0076315	-	CG32023	317827	protein_coding
FBgn0038273	FBtr0289976	FBpp0288414	-	CG14860	41803	protein_coding
FBgn0040734	FBtr0086667	FBpp0085848	-	CG15065	50207	protein_coding
FBgn0004649	FBtr0073898	FBpp0073715	-	yl	32367	protein_coding
FBgn0004649	FBtr0073897	FBpp0073714	-	yl	32367	protein_coding
FBgn0035426	FBtr0073092	FBpp0072954	-	CG12078	38401	protein_coding
FBgn0035426	FBtr0308063	FBpp0300408	-	CG12078	38401	protein_coding
FBgn0262515	FBtr0088587	FBpp0087668	-	VhaAC45	35944	protein_coding
FBgn0262515	FBtr0088588	FBpp0087669	-	VhaAC45	35944	protein_coding
FBgn0034737	FBtr0071836	FBpp0071747	-	CG11362	37574	protein_coding
FBgn0039319	FBtr0084828	FBpp0084203	-	CG13659	43059	protein_coding
FBgn0014868	FBtr0071344	FBpp0071279	-	Ost48	31849	protein_coding
FBgn0267326	FBtr0079478	FBpp0079102	-	Ntl	34046	protein_coding
FBgn0267326	FBtr0079479	FBpp0079103	-	Ntl	34046	protein_coding
FBgn0002021	FBtr0081177	FBpp0080719	-	l(2)37Bb	49427	protein_coding
FBgn0266208	FBtr0343832	-	-	lncRNA:CR44903	-	ncRNA
FBgn0286920	FBtr0475149	-	-	CR46420	-	pseudogene
FBgn0030286	FBtr0073448	FBpp0073304	-	Gapvd1	32070	protein_coding
FBgn0038539	FBtr0083533	FBpp0082957	-	Atg8b	42132	protein_coding
FBgn0038539	FBtr0346730	FBpp0312339	-	Atg8b	42132	protein_coding
FBgn0052218	FBtr0304110	-	-	lncRNA:CR32218	-	ncRNA
FBgn0050058	FBtr0346512	FBpp0312130	-	CG30058	246424	protein_coding
FBgn0050058	FBtr0087767	FBpp0290853	-	CG30058	246424	protein_coding
FBgn0053744	FBtr0091742	-	-	snmRNA:430r	-	ncRNA
FBgn0263570	FBtr0309722	-	-	mir-4941	-	pre_miRNA
FBgn0014850	FBtr0075582	FBpp0075335	-	Eig71Ej	39711	protein_coding
FBgn0265737	FBtr0340694	-	-	lncRNA:CR44544	-	ncRNA
FBgn0264090	FBtr0331156	FBpp0303583	-	CG43759	32889	protein_coding
FBgn0264090	FBtr0343982	FBpp0310434	-	CG43759	32889	protein_coding
FBgn0264090	FBtr0331157	FBpp0303584	-	CG43759	32889	protein_coding
FBgn0264090	FBtr0332994	FBpp0305209	-	CG43759	32889	protein_coding
FBgn0011569	FBtr0076299	FBpp0076028	-	can	45432	protein_coding
FBgn0038686	FBtr0083746	FBpp0083160	-	CG5555	42302	protein_coding
FBgn0038686	FBtr0332165	FBpp0304474	-	CG5555	42302	protein_coding
FBgn0038680	FBtr0083730	FBpp0083144	-	Cyp12a5	42293	protein_coding
FBgn0000382	FBtr0070378	FBpp0070362	-	csw	45278	protein_coding
FBgn0000382	FBtr0070380	FBpp0070364	-	csw	45278	protein_coding
FBgn0000382	FBtr0070379	FBpp0070363	-	csw	45278	protein_coding
FBgn0000382	FBtr0333260	FBpp0305458	-	csw	45278	protein_coding
FBgn0065046	FBtr0091641	-	-	snoRNA:U3:9B	-	snoRNA
FBgn0034021	FBtr0087359	FBpp0086492	-	CG8180	36713	protein_coding
FBgn0034021	FBtr0345392	FBpp0311542	-	CG8180	36713	protein_coding
FBgn0034021	FBtr0340003	FBpp0309022	-	CG8180	36713	protein_coding
FBgn0024997	FBtr0070480	FBpp0070458	-	CG2681	31258	protein_coding
FBgn0034012	FBtr0114456	FBpp0112948	-	Hr51	36702	protein_coding
FBgn0039644	FBtr0085387	FBpp0084756	-	rdog	43450	protein_coding
FBgn0039644	FBtr0085386	FBpp0084755	-	rdog	43450	protein_coding
FBgn0065048	FBtr0091925	-	-	snoRNA:U3:54Aa	-	snoRNA
FBgn0261631	FBtr0302996	FBpp0292121	-	CG42714	10178862	protein_coding
FBgn0024980	FBtr0070494	FBpp0070471	-	Syx4	31269	protein_coding
FBgn0024980	FBtr0332496	FBpp0304772	-	Syx4	31269	protein_coding
FBgn0027621	FBtr0307192	FBpp0298021	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074719	FBpp0074488	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074717	FBpp0074486	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074718	FBpp0074487	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0307194	FBpp0298023	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0339439	FBpp0308526	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074713	FBpp0074482	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074716	FBpp0074485	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074720	FBpp0074489	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074714	FBpp0074483	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0074715	FBpp0074484	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0307193	FBpp0298022	-	Pfrx	32938	protein_coding
FBgn0027621	FBtr0339440	FBpp0308527	-	Pfrx	32938	protein_coding
FBgn0285879	FBtr0310301	FBpp0301984	-	disco-r	64875	protein_coding
FBgn0285879	FBtr0310303	FBpp0301986	-	disco-r	64875	protein_coding
FBgn0285879	FBtr0074251	FBpp0074029	-	disco-r	64875	protein_coding
FBgn0285879	FBtr0310302	FBpp0301985	-	disco-r	64875	protein_coding
FBgn0040759	FBtr0345490	FBpp0311601	-	CG13177	5740215	protein_coding
FBgn0040759	FBtr0112772	FBpp0111684	-	CG13177	5740215	protein_coding
FBgn0265075	FBtr0336837	-	-	lncRNA:CR44186	-	ncRNA
FBgn0265831	FBtr0342625	-	-	lncRNA:CR44620	-	ncRNA
FBgn0085472	FBtr0112747	FBpp0111659	-	CG34443	5740580	protein_coding
FBgn0037167	FBtr0078507	FBpp0078159	-	CG11425	40472	protein_coding
FBgn0035720	FBtr0300937	FBpp0290159	-	CG10077	38756	protein_coding
FBgn0035720	FBtr0076940	FBpp0076649	-	CG10077	38756	protein_coding
FBgn0035720	FBtr0333083	FBpp0305296	-	CG10077	38756	protein_coding
FBgn0037614	FBtr0300543	FBpp0289770	-	TMEM216	41035	protein_coding
FBgn0037614	FBtr0300544	FBpp0289771	-	TMEM216	41035	protein_coding
FBgn0037614	FBtr0081905	FBpp0081388	-	TMEM216	41035	protein_coding
FBgn0003511	FBtr0346861	FBpp0312401	-	Sry-beta	43570	protein_coding
FBgn0003511	FBtr0085556	FBpp0084922	-	Sry-beta	43570	protein_coding
FBgn0038584	FBtr0083609	FBpp0083029	-	mTerf5	42182	protein_coding
FBgn0027932	FBtr0079664	FBpp0079279	-	Akap200	34170	protein_coding
FBgn0027932	FBtr0079665	FBpp0079280	-	Akap200	34170	protein_coding
FBgn0027932	FBtr0340240	FBpp0309214	-	Akap200	34170	protein_coding
FBgn0027932	FBtr0079667	FBpp0079282	-	Akap200	34170	protein_coding
FBgn0027932	FBtr0079666	FBpp0079281	-	Akap200	34170	protein_coding
FBgn0027932	FBtr0340241	FBpp0309215	-	Akap200	34170	protein_coding
FBgn0027932	FBtr0340239	FBpp0309213	-	Akap200	34170	protein_coding
FBgn0038151	FBtr0302576	FBpp0291732	-	yellow-e2	41652	protein_coding
FBgn0265656	FBtr0340523	-	-	lncRNA:CR44463	-	ncRNA
FBgn0032405	FBtr0342607	FBpp0309547	-	firl	34627	protein_coding
FBgn0032405	FBtr0302029	FBpp0291239	-	firl	34627	protein_coding
FBgn0032405	FBtr0305265	FBpp0293789	-	firl	34627	protein_coding
FBgn0036342	FBtr0345366	FBpp0311520	-	CG11279	39486	protein_coding
FBgn0036342	FBtr0332077	FBpp0304387	-	CG11279	39486	protein_coding
FBgn0036342	FBtr0075887	FBpp0075621	-	CG11279	39486	protein_coding
FBgn0263656	FBtr0310092	FBpp0301790	-	CG43647	14462557	protein_coding
FBgn0063391	FBtr0079910	-	-	snoRNA:U14:30Eb	-	snoRNA
FBgn0035134	FBtr0072546	FBpp0072445	-	CG1231	38060	protein_coding
FBgn0037835	FBtr0082280	FBpp0081757	-	CG14687	41297	protein_coding
FBgn0039006	FBtr0084304	FBpp0083697	-	Cyp6d4	42682	protein_coding
FBgn0266073	FBtr0452213	-	-	lncRNA:CR44826	-	ncRNA
FBgn0037668	FBtr0081985	FBpp0081465	-	CG16736	41101	protein_coding
FBgn0001977	FBtr0080725	FBpp0080284	-	CIAPIN1	49424	protein_coding
FBgn0265149	FBtr0336987	-	-	lncRNA:CR44218	-	ncRNA
FBgn0051896	FBtr0079677	-	-	tRNA:Asp-GTC-1-2	-	tRNA
FBgn0266809	FBtr0345484	-	-	asRNA:CR45271	-	ncRNA
FBgn0267578	FBtr0346992	-	-	lncRNA:CR45918	-	ncRNA
FBgn0259166	FBtr0299614	FBpp0288889	-	CG42271	2768892	protein_coding
FBgn0259166	FBtr0299615	FBpp0288890	-	CG42271	2768892	protein_coding
FBgn0285970	FBtr0077374	FBpp0077066	-	CG32500	318252	protein_coding
FBgn0285970	FBtr0077374	FBpp0077066	-	CG32500	2768875	protein_coding
FBgn0285970	FBtr0077374	FBpp0077066	-	CG32500	2768879	protein_coding
FBgn0038545	FBtr0083513	FBpp0082937	-	pasi1	42139	protein_coding
FBgn0038545	FBtr0305007	FBpp0293544	-	pasi1	42139	protein_coding
